"profil";"secteur_activite";"date";"region";"temperature_2m_mean";"relative_humidity_mean";"precipitation_sum";"total_energie_soutiree_wh";"is_vacances";"nom_vacances"
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-07-07;Grand-Est;;;;139733.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-19;Île-de-France;-2.1208332;86.606514;0.0;3707317.0;0;
ENT1 (+ ENT2);S1: Agriculture;2024-01-17;Nouvelle Aquitaine;;;;1021058912;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-04-17;Bretagne;8.775001;74.788246;0.5;23993435375;0;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2025-04-03;Nouvelle Aquitaine;;;;5494062.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-10-16;Grand-Est;;;;9800157007;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-05;Centre-Val de Loire;12.743751;78.103134;0.0;594613346;0;
ENT1 (+ ENT2);S2: Industrie;2023-10-21;Normandie;12.116666;85.34618;6.8;1150492698;1;Vacances de la Toussaint
ENT1 (+ ENT2);S2: Industrie;2024-04-11;Auvergne-Rhône-Alpes;10.683333;61.827953;0.0;6999713514;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-19;Bourgogne-Franche-Comté;11.018749;79.206085;0.3;8320047676;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-09-30;Bourgogne-Franche-Comté;13.76875;73.278534;0.7;12100517;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-13;Pays de la Loire;13.224999;74.233955;0.2;10566645125;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-07-08;Normandie;15.8;78.40385;1.0;559366098;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2025-04-03;Bretagne;11.427083;81.8263;3.4;10267857339;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-06;Normandie;16.699999;69.75462;0.6;11250843426;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-06-09;Nouvelle Aquitaine;;;;15912389859;0;
ENT1 (+ ENT2);S1: Agriculture;2024-01-22;Île-de-France;10.016666;80.61016;3.6;175287620;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-14;Hauts-de-France;12.470833;69.50687;6.1000004;21197287961;1;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2023-10-15;Bourgogne-Franche-Comté;10.224999;69.11226;0.1;4704206320;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-15;Nouvelle Aquitaine;;;;25679688;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-03;Bourgogne-Franche-Comté;17.239584;76.6972;1.8000001;22429386417;0;
ENT1 (+ ENT2);S2: Industrie;2024-04-16;Hauts-de-France;8.179167;74.17932;10.2;2757284577;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-06-30;Nouvelle Aquitaine;;;;3728423650;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-10-10;Bourgogne-Franche-Comté;12.39375;83.31543;0.0;127174091;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-12-31;Auvergne-Rhône-Alpes;7.9583335;86.040184;4.5;64166.0;1;Vacances de Noël
ENT1 (+ ENT2);S3: Tertiaire;2025-01-06;Auvergne-Rhône-Alpes;10.602083;78.915565;1.2;31150973373;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-01-05;Auvergne-Rhône-Alpes;6.679167;91.15759;3.7;957392.0;1;Vacances de Noël
ENT1 (+ ENT2);S4: Non Affecté;2024-04-23;Grand-Est;;;;40748118;0;
ENT1 (+ ENT2);S2: Industrie;2023-07-15;Centre-Val de Loire;21.208334;66.290245;4.9;729635230;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-15;Centre-Val de Loire;11.847917;82.48801;0.0;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-05;Auvergne-Rhône-Alpes;15.90625;60.261658;0.0;362321897;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-07-19;Nouvelle Aquitaine;;;;27365757652;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-10-19;Normandie;15.841667;86.89413;5.8;13948170192;0;
ENT1 (+ ENT2);S2: Industrie;2025-04-19;Bourgogne-Franche-Comté;11.018749;79.206085;0.3;1300439157;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-17;Bourgogne-Franche-Comté;11.027083;74.33929;0.0;207818592;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-04-22;Centre-Val de Loire;6.2166667;67.67205;0.8;6793089772;1;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2024-04-24;Auvergne-Rhône-Alpes;5.8729167;70.86588;0.4;27147967996;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2025-01-12;Bourgogne-Franche-Comté;-0.59791666;76.49789;0.0;1609046006;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-04;Île-de-France;13.51875;78.57175;0.0;76111684;0;
ENT1 (+ ENT2);S1: Agriculture;2024-06-21;Nouvelle Aquitaine;;;;821125323;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-10-16;Nouvelle Aquitaine;;;;23752709540;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-07-08;Provence-Alpes-Côte d'Azur;22.875;58.927414;0.0;19177369006;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-01-07;Île-de-France;2.85625;83.008995;0.0;5439907308;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2025-06-19;Nouvelle Aquitaine;;;;3419369763;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-13;Grand-Est;;;;172600693;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-10-18;Pays de la Loire;12.504167;72.964455;0.0;14342461425;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-07-22;Grand-Est;;;;15472757067;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-04-11;Pays de la Loire;15.333333;59.614727;0.0;899306447;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-09-30;Île-de-France;14.743751;78.731;0.3;263310916;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-01-16;Grand-Est;;;;30218617;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-09-30;Occitanie;15.993751;68.68129;0.0;0.0;0;
ENT1 (+ ENT2);S1: Agriculture;2023-10-03;Auvergne-Rhône-Alpes;20.641666;70.906425;0.1;733897832;0;
ENT1 (+ ENT2);S1: Agriculture;2023-10-24;Bretagne;11.504167;89.53379;5.5;2612539283;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2025-04-14;Normandie;12.485416;73.58146;4.0;591750415;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-04-22;Grand-Est;;;;2536368548;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-01;Grand-Est;;;;9800018873;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-07-19;Occitanie;23.331251;57.470875;0.0;491818.0;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2024-04-13;Auvergne-Rhône-Alpes;16.745832;63.726254;0.0;437881689;1;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-03;Auvergne-Rhône-Alpes;12.45;77.82162;0.5;534007655;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-17;Nouvelle Aquitaine;;;;3305523525;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-04-13;Grand-Est;;;;12594727788;0;
ENT1 (+ ENT2);S1: Agriculture;2023-10-17;Grand-Est;;;;701872795;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-16;Île-de-France;12.529167;78.43887;0.0;0.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-04-11;Occitanie;15.902083;59.143436;0.0;15835002220;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2025-10-03;Provence-Alpes-Côte d'Azur;16.793749;69.65264;0.0;16418326456;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-09-30;Provence-Alpes-Côte d'Azur;17.922916;77.71375;0.0;1640545474;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-07-03;Hauts-de-France;16.735416;66.591194;0.5;27502400;0;
ENT1 (+ ENT2);S2: Industrie;2023-07-20;Occitanie;23.164583;59.669827;0.0;3795767234;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-26;Pays de la Loire;12.220833;87.77054;0.0;776996586;1;Vacances de la Toussaint
ENT1 (+ ENT2);S4: Non Affecté;2023-10-07;Bretagne;15.795834;71.69622;0.0;11633620;0;
ENT1 (+ ENT2);S2: Industrie;2025-01-07;Île-de-France;4.9416666;76.96715;2.2;7677328607;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-03;Bretagne;15.783333;85.90678;5.9;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-10;Bourgogne-Franche-Comté;11.0625;63.610973;0.0;22304128843;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-12-31;Bourgogne-Franche-Comté;6.775;83.49117;2.6000001;4119714.0;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-03;Grand-Est;;;;191687314;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-20;Occitanie;16.616667;81.6683;13.1;14808731479;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2024-10-14;Auvergne-Rhône-Alpes;15.920834;87.234955;0.0;639634597;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-08;Nouvelle Aquitaine;;;;15304500078;0;
ENT1 (+ ENT2);S2: Industrie;2025-01-01;Nouvelle Aquitaine;;;;2144746864;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-06-30;Île-de-France;19.797728;58.08643;0.2;2315691219;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-01-22;Pays de la Loire;7.852083;96.74851;4.6;17744208163;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-10-13;Hauts-de-France;19.110416;80.363304;9.4;13473647256;0;
ENT1 (+ ENT2);S1: Agriculture;2024-10-13;Bretagne;13.145833;82.636604;0.0;2365583434;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-16;Bretagne;17.835417;91.93273;19.800001;25041496589;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-07-07;Provence-Alpes-Côte d'Azur;25.641668;57.745907;0.0;28763991657;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-07-05;Centre-Val de Loire;16.972918;68.69847;0.3;10278985143;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-19;Île-de-France;9.337501;75.7861;1.3;90333452;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-04-05;Normandie;14.764584;80.09398;3.5;1830025042;0;
ENT1 (+ ENT2);S1: Agriculture;2025-01-19;Bretagne;1.4104166;90.13918;0.0;2723350456;0;
ENT1 (+ ENT2);S2: Industrie;2025-10-15;Pays de la Loire;13.602084;76.63449;0.0;2932104636;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-05;Pays de la Loire;12.729167;87.24729;17.6;912787031;1;Vacances de Noël
ENT1 (+ ENT2);S1: Agriculture;2025-01-05;Hauts-de-France;7.9833336;90.89835;18.6;826442461;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-04-06;Grand-Est;;;;9125021.0;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-20;Auvergne-Rhône-Alpes;24.918749;73.46082;2.6;1297304454;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-25;Provence-Alpes-Côte d'Azur;18.383333;81.04339;1.6;405279333;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-07-17;Île-de-France;19.643751;56.57388;0.0;23032433227;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2023-10-04;Bourgogne-Franche-Comté;13.216667;76.01362;0.0;2076625957;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-09-30;Provence-Alpes-Côte d'Azur;17.922916;77.71375;0.0;31098662;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-10-17;Provence-Alpes-Côte d'Azur;18.94375;63.75766;0.1;78829954;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-04-08;Bretagne;12.677083;58.602417;0.0;13935159023;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2024-01-06;Auvergne-Rhône-Alpes;4.7895837;84.15375;0.70000005;486932078;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-18;Hauts-de-France;11.947917;61.937927;0.0;37291224908;1;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2023-07-17;Occitanie;24.310417;56.399673;0.0;19076311963;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-01-11;Occitanie;2.39375;89.6908;1.1;4184081941;0;
ENT1 (+ ENT2);S1: Agriculture;2025-10-18;Hauts-de-France;11.993751;78.86957;0.0;1072281449;1;Vacances de la Toussaint
ENT1 (+ ENT2);S2: Industrie;2024-10-04;Centre-Val de Loire;10.304167;78.24396;0.0;1291898639;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-04-04;Centre-Val de Loire;13.797916;81.12007;7.7000003;1071567.0;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-24;Île-de-France;19.710417;66.31423;0.0;313934433;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-07-20;Centre-Val de Loire;22.922918;70.43934;9.4;0.0;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2024-04-09;Grand-Est;;;;2444020443;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-10;Pays de la Loire;13.28125;83.145874;0.1;10674585062;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-10-18;Provence-Alpes-Côte d'Azur;20.172916;69.98318;0.2;7387786.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-10-07;Centre-Val de Loire;12.827084;83.93748;0.0;15352645412;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-10-23;Provence-Alpes-Côte d'Azur;17.760416;73.98067;3.1000001;0.0;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-15;Pays de la Loire;18.529167;89.33178;9.0;1036341004;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-12-31;Bretagne;5.5958333;93.13837;0.3;13136220260;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-10-06;Normandie;13.277083;80.629036;0.0;13426655130;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-10-04;Nouvelle Aquitaine;;;;16138499949;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2025-04-02;Île-de-France;11.058333;61.03506;0.0;22079234005;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-03-14;Normandie;2.9624999;77.32401;0.0;12138624650;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-01-19;Pays de la Loire;2.1020834;88.82882;0.0;12078739366;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-10-19;Occitanie;19.206251;81.50999;6.5;2216235.0;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-04-09;Bourgogne-Franche-Comté;10.55;62.537994;0.0;972802.0;0;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2024-01-09;Pays de la Loire;-0.7375;67.55244;0.0;33940791;0;
ENT1 (+ ENT2);S2: Industrie;2024-01-01;Auvergne-Rhône-Alpes;5.0416665;83.13256;0.0;3765458667;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2023-06-30;Bretagne;16.18409;73.85119;0.70000005;23165.0;0;
ENT1 (+ ENT2);S1: Agriculture;2025-01-13;Auvergne-Rhône-Alpes;-1.3895832;73.02739;0.0;639787097;0;
ENT1 (+ ENT2);S2: Industrie;2024-07-16;Île-de-France;19.014584;67.16769;0.4;4915185604;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-12;Pays de la Loire;15.4375;83.048325;0.2;14866250796;0;
ENT1 (+ ENT2);S4: Non Affecté;2023-07-09;Île-de-France;23.3375;70.19616;4.4;90418639;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-10-04;Bourgogne-Franche-Comté;12.829166;87.145546;9.1;8196275133;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-01-04;Auvergne-Rhône-Alpes;0.08125001;86.73849;3.7;32820760604;1;Vacances de Noël
ENT1 (+ ENT2);S2: Industrie;2023-07-14;Nouvelle Aquitaine;;;;2218704219;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-24;Provence-Alpes-Côte d'Azur;18.341667;79.7566;11.1;11649061113;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2024-04-01;Occitanie;9.933333;70.6296;0.3;420624165;0;
ENT1 (+ ENT2);S1: Agriculture;2025-04-01;Normandie;9.004167;66.71519;0.0;583824338;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-01-23;Grand-Est;;;;3225153.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-10;Normandie;16.891666;70.71487;0.0;26286787855;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-07-05;Bourgogne-Franche-Comté;18.729166;58.56082;0.0;23602297347;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-01-09;Hauts-de-France;0.65625;92.04717;10.6;804844242;0;
ENT1 (+ ENT2);S2: Industrie;2023-07-08;Île-de-France;26.110418;53.347656;0.5;3879473075;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2023-10-23;Bretagne;11.991666;84.95003;7.6000004;8951331060;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-10-06;Hauts-de-France;12.122917;78.9358;0.0;16308467420;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-01-13;Pays de la Loire;1.0270833;88.46252;0.0;14115416744;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-01;Bourgogne-Franche-Comté;16.804167;65.53642;0.0;10684606836;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-10-14;Hauts-de-France;11.73125;75.85019;4.2;17335854765;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-01-01;Île-de-France;7.7916665;78.20975;2.9;64362947549;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-07-21;Occitanie;21.541666;59.58829;0.3;18096702069;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2024-10-04;Auvergne-Rhône-Alpes;10.677083;74.37263;0.1;654505982;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-03;Grand-Est;;;;659737087;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-11;Île-de-France;19.445833;68.016975;0.0;446997687;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-10-01;Hauts-de-France;13.506249;79.91042;4.6;813221246;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-01-24;Provence-Alpes-Côte d'Azur;10.0;74.19643;0.0;0.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-07-06;Centre-Val de Loire;17.018751;67.04476;0.2;9141163097;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-07-04;Grand-Est;;;;8919081963;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2023-10-06;Bourgogne-Franche-Comté;13.239583;69.01;0.0;10128868562;0;
ENT1 (+ ENT2);S4: Non Affecté;2024-06-30;Pays de la Loire;17.852083;72.94324;0.0;26574119;0;
ENT1 (+ ENT2);S2: Industrie;2024-07-10;Hauts-de-France;18.65625;77.97791;1.0;2367428811;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-07-02;Nouvelle Aquitaine;;;;28129019120;0;
ENT1 (+ ENT2);S1: Agriculture;2023-07-11;Pays de la Loire;20.714582;78.35384;1.9;2247150916;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-09-08;Nouvelle Aquitaine;;;;0.0;0;
ENT1 (+ ENT2);S2: Industrie;2023-07-03;Bretagne;18.652082;67.3413;0.3;2072413480;0;
ENT1 (+ ENT2);S2: Industrie;2024-01-02;Normandie;11.302083;89.22762;16.0;1548043063;1;Vacances de Noël
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-01-13;Auvergne-Rhône-Alpes;-1.3895832;73.02739;0.0;903151.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-08;Centre-Val de Loire;16.03125;71.60525;0.0;489735581;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-01-10;Provence-Alpes-Côte d'Azur;8.529166;78.7845;10.5;326684089;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-04-20;Bretagne;9.802083;70.336395;0.0;8337620591;1;Vacances de printemps
ENT1 (+ ENT2);S1: Agriculture;2025-07-04;Auvergne-Rhône-Alpes;24.814583;41.578312;0.0;1911922758;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-04-17;Bretagne;9.710417;71.52722;0.1;0.0;1;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2025-07-08;Bretagne;17.122917;71.3222;0.1;8609036113;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-10-15;Normandie;14.954166;93.04562;0.0;9089122071;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-07-19;Île-de-France;20.614584;55.352386;0.0;212780916;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-05-03;Grand-Est;;;;714901.0;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-07-21;Provence-Alpes-Côte d'Azur;23.929167;67.47816;3.5;16282714962;1;Vacances d'été
ENT1 (+ ENT2);S2: Industrie;2025-01-13;Normandie;-0.17083333;89.11297;0.0;2585268363;0;
ENT1 (+ ENT2);S3: Tertiaire;2023-07-09;Île-de-France;23.3375;70.19616;4.4;32630974228;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2024-06-30;Bourgogne-Franche-Comté;17.658333;81.527405;7.4;7262831005;0;
ENT1 (+ ENT2);S2: Industrie;2025-04-10;Centre-Val de Loire;11.068749;71.853455;0.0;1393849869;0;Vacances de printemps
ENT1 (+ ENT2);S4: Non Affecté;2024-07-01;Bretagne;15.483334;75.826744;0.1;21653617;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-09-17;Grand-Est;;;;88899.0;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S3: Tertiaire;2025-07-17;Île-de-France;21.2125;74.22022;0.5;78750011705;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-04-14;Grand-Est;;;;149381223;0;
ENT1 (+ ENT2);S1: Agriculture;2025-04-09;Bourgogne-Franche-Comté;10.55;62.537994;0.0;247223809;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2024-07-03;Provence-Alpes-Côte d'Azur;22.258333;49.486282;0.0;18446802656;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-10-05;Pays de la Loire;12.766666;73.44373;0.0;7014378852;0;
ENT1 (+ ENT2);S4: Non Affecté;2025-04-16;Auvergne-Rhône-Alpes;9.133333;88.59666;23.7;21535578;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2024-03-25;Grand-Est;;;;17939283;0;
ENT1 (+ ENT2);S2: Industrie;2025-04-02;Bretagne;10.760417;61.413296;1.2;2326177759;0;
ENT1 (+ ENT2);S3: Tertiaire;2025-04-13;Occitanie;15.091667;78.83668;6.1;12050561354;0;Vacances de printemps
ENT1 (+ ENT2);S3: Tertiaire;2024-04-08;Bourgogne-Franche-Comté;16.541666;59.285053;0.2;6631603724;0;Vacances de printemps
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2023-10-04;Bourgogne-Franche-Comté;13.216667;76.01362;0.0;168027541;0;
ENT1 (+ ENT2);S1: Agriculture;2024-07-11;Hauts-de-France;17.574999;69.55949;0.0;965817196;1;Vacances d'été
ENT1 (+ ENT2);S1: Agriculture;2025-01-08;Île-de-France;6.1;93.17803;16.4;170863618;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S4: Non Affecté;2025-07-24;Île-de-France;17.449999;84.953514;20.0;0.0;1;Vacances d'été
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2024-10-22;Hauts-de-France;11.743751;88.580414;3.1;41010224449;1;Vacances de la Toussaint
ENT1 (+ ENT2);S1: Agriculture;2024-10-31;Provence-Alpes-Côte d'Azur;17.085417;73.0604;0.0;360344926;1;Vacances de la Toussaint
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2025-07-05;Pays de la Loire;20.966667;46.41744;0.0;914416160;1;Vacances d'été
ENT1 (+ ENT2);S3: Tertiaire;2024-07-02;Hauts-de-France;15.547916;77.86893;3.2;12557415590;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S2: Industrie;2023-10-05;Normandie;13.366666;80.95808;0.0;25561244995;0;
ENT1 (+ ENT2);S3: Tertiaire;2024-04-20;Pays de la Loire;10.660417;69.957924;0.0;9073371298;1;Vacances de printemps
ENT1 (+ ENT2);S2: Industrie;2024-10-05;Occitanie;12.622917;68.32642;0.0;2061045527;0;
ENT3 (+ ENT4 + ENT5 + ENT7);S1: Agriculture;2024-01-23;Grand-Est;;;;206669918;0;
ENT1 (+ ENT2);S1: Agriculture;2024-10-22;Centre-Val de Loire;12.631249;86.69339;0.0;456041366;1;Vacances de la Toussaint
ENT1 (+ ENT2);S4: Non Affecté;2025-07-11;Grand-Est;;;;2973401.0;0;
